timestamp;coord_lon;coord_lat;weather_0_id;weather_0_main;weather_0_description;weather_0_icon;base;main_temp;main_feels_like;main_temp_min;main_temp_max;main_pressure;main_humidity;main_sea_level;main_grnd_level;visibility;wind_speed;wind_deg;wind_gust;clouds_all;sys_type;sys_id;sys_country;sys_sunrise;sys_sunset;timezone;id;name;cod;Lluvia_1h;Nieve_1h
2025-02-08 17:10:49;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.34;-2.26;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:15:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.4;-2.19;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:20:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.34;-2.26;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:30:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.34;-2.26;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:50:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.23;-1.89;-0.29;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:55:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.17;-1.96;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 18:00:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.11;-2.03;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:05:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.17;-1.96;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 18:10:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.11;-2.03;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:15:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.11;-2.03;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:20:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.11;-2.03;-0.85;1.68;1027;87;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:25:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.2;-2.39;-0.7;1.68;1027;91;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:30:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.2;-2.39;-0.7;1.68;1027;91;1027;992;10000;1.77;20;1.71;59;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:35:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.26;-2.22;-0.85;1.68;1027;90;1027;992;10000;1.61;28;1.5;51;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:40:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.33;-2.3;-0.85;1.12;1027;90;1027;992;10000;1.61;28;1.5;51;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:54:48;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.38;-2.36;-0.85;1.12;1027;90;1027;992;10000;1.61;28;1.5;51;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 18:55:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.38;-2.36;-0.85;1.12;1027;90;1027;992;10000;1.61;28;1.5;51;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 19:00:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.32;-2.21;-0.7;1.12;1027;89;1027;992;10000;1.56;27;1.32;55;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 19:02:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.32;-2.21;-0.7;1.12;1027;89;1027;992;10000;1.56;27;1.32;55;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
2025-02-08 19:04:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;-0.32;-2.21;-0.7;1.12;1027;89;1027;992;10000;1.56;27;1.32;55;2;2097769;DE;1739083690;1739118615;3600;2873759;Marburg;200;0;0
